custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,train,favday,city
6YW9XV,1,01/06/13,13/06/13,10/10/13,40,42.5,17.5,132.54,0.016806723,1,0,0,0,Saturday,BWI
SPTS5P,1,08/04/13,09/05/13,22/09/13,33,81.81818182,0,39.38,0.022058824,0,0,0,0,Monday,CHO
7ADBQC,1,09/11/12,17/03/13,17/03/13,45,0,0,124.87,0,0,0,0,0,Tuesday,RIC
FWE639,1,29/01/13,31/03/13,31/03/13,37,54.05405405,0,58.6,0,0,0,0,0,Wednesday,CHO
TU9HT8,1,17/08/12,24/08/12,19/01/14,54,11.11111111,3.703703704,161.19,0.099415205,1,0,0,0,Wednesday,CHO
3BGF8J,0,26/07/11,27/07/11,27/05/13,0,0,0,73.48,0.034328358,1,0,0,0,Wednesday,CHO
SJ288R,0,11/05/13,15/05/13,15/05/13,0,0,0,57.49,0,0,0,0,0,Thursday,RIC
YFHP3R,1,04/06/13,23/06/13,23/06/13,45,20,13.33333333,92.74,0,1,0,0,0,Thursday,DCX
348TWZ,1,09/06/13,09/06/13,09/06/13,39,61.53846154,0,72.03,0,1,0,0,0,Monday,CHO
VPDSEN,1,11/04/13,11/04/13,22/05/13,40,35,2.5,21.25,0.048780488,0,0,0,0,Saturday,DCX
REHNN6,1,27/01/13,28/01/13,06/01/14,48,47.91666667,18.75,201.13,0.026239067,0,0,0,0,Thursday,RIC
5WH8LZ,1,10/11/09,07/06/10,07/06/10,44,2.272727273,2.272727273,26.11,0,0,0,0,0,Friday,CHO
W86ALV,1,28/08/12,13/09/12,07/01/14,35,85.71428571,31.42857143,103.62,0.043659044,0,0,0,0,Sunday,BWI
N9NWUP,1,16/05/11,24/05/11,16/01/14,50,30,10,54.29,0.012396694,0,0,0,0,Friday,CHO
VAL8KQ,1,27/10/12,19/11/12,12/06/13,41,29.26829268,0,57.17,0.029268293,0,0,0,0,Monday,RIC
PC5HDT,1,27/05/13,29/05/13,28/08/13,45,17.77777778,6.666666667,54.17,0.054945055,1,0,0,0,Thursday,DCX
788EZ9,1,18/03/13,18/03/13,18/03/13,45,0,0,112.55,0,0,0,0,0,Tuesday,CHO
M9XX7K,1,05/03/12,21/03/12,18/04/12,45,0,0,109.12,0.071428571,0,0,0,0,Thursday,RIC
8Y2R27,1,08/08/11,25/08/11,21/11/12,46,2.173913043,0,125.39,0.017621145,0,0,0,0,Thursday,RIC
SNXQUF,1,15/05/12,16/05/12,14/02/13,41,58.53658537,4.87804878,91.5,0.010948905,0,0,0,0,Thursday,RIC
KT6QBC,1,11/06/13,12/06/13,08/01/14,48,37.5,10.41666667,59.84,0.038095238,1,0,0,0,Thursday,CHO
XU98GT,1,28/08/12,25/02/13,25/02/13,46,6.52173913,0,37.05,0,0,0,0,0,Wednesday,DCX
Q2JLL6,0,06/04/10,06/04/10,06/04/10,0,0,0,7.97,0,0,0,0,0,Thursday,CHO
FEQUMZ,1,29/04/13,29/04/13,29/04/13,45,0,0,78.63,0,0,0,0,0,Wednesday,CHO
2468QM,1,18/09/12,18/09/12,03/04/13,48,2.083333333,0,92.28,0.030456853,1,0,0,0,Thursday,DCX
M3GDQX,1,22/01/13,22/01/13,22/01/13,45,0,0,52.31,0,0,0,0,0,Tuesday,RIC
XSWQRX,1,25/05/11,01/06/11,06/11/13,50,10,2,66.61,0.011248594,0,0,0,0,Wednesday,CHO
7S39TD,0,30/11/11,03/12/11,12/01/14,6,0,0,64.3,0.064850843,0,0,0,0,Monday,CHO
37VRLV,1,08/05/12,09/12/13,19/01/14,50,52,16,114.45,0.12195122,1,0,0,0,Tuesday,RIC
H6FUTU,1,27/07/12,02/10/12,13/02/13,45,0,0,63.58,0.014925373,0,0,0,0,Wednesday,RIC
72K4KR,1,30/04/13,30/04/13,16/06/13,32,96.875,3.125,72.09,0.106382979,1,0,0,0,Monday,DCX
7V8DAQ,1,08/09/11,13/09/11,30/05/13,47,8.510638298,0,109.51,0.0784,1,0,0,0,Monday,RIC
WAFDQ7,1,05/06/13,05/06/13,13/01/14,43,27.90697674,2.325581395,146.66,0.013513514,1,0,0,0,Thursday,CHO
Q65FAU,1,09/06/13,23/06/13,31/10/13,40,55,2.5,39.02,0.061538462,1,0,0,0,Saturday,DCX
MTBV8V,0,22/01/13,23/01/13,21/02/13,0,0,0,112.28,0.068965517,1,0,0,0,Wednesday,RIC
3DBSWL,1,27/06/13,27/06/13,22/08/13,45,2.222222222,2.222222222,54.37,0.035714286,1,0,0,0,Friday,RIC
UVE3EF,1,18/06/13,18/06/13,18/06/13,39,48.71794872,2.564102564,52.48,0,1,0,0,0,Thursday,DCX
7DSEH9,1,15/08/10,08/03/11,16/12/13,42,95.23809524,16.66666667,69.48,0.097633136,0,0,0,0,Tuesday,CHO
TG9MJN,1,27/10/12,03/02/13,24/11/13,54,20.37037037,0,72.68,0.020408163,0,0,0,0,Monday,RIC
BLVL5W,1,01/06/13,02/06/13,30/09/13,48,4.166666667,2.083333333,53.87,0.025,1,0,0,0,Thursday,BWI
6XHJNM,1,17/04/13,07/05/13,11/06/13,46,23.91304348,0,53.64,0.142857143,0,0,0,0,Wednesday,RIC
V6L54C,1,24/01/13,28/03/13,30/05/13,46,21.73913043,4.347826087,90.63,0.126984127,0,0,0,0,Friday,RIC
2JGW4F,0,24/11/12,24/11/12,24/11/12,0,0,0,53.72,0,0,0,0,0,Wednesday,DCX
VNRPWK,1,01/11/10,25/03/13,07/01/14,41,60.97560976,36.58536585,68.83,0.045138889,0,0,0,0,Wednesday,RIC
59JYE5,1,27/05/13,30/05/13,30/05/13,44,2.272727273,0,92.76,0,1,0,0,0,Friday,RIC
H46XQU,1,10/06/13,12/06/13,19/06/13,48,4.166666667,0,80.31,0.285714286,1,1,0,0,Thursday,BWI
6KNN5F,1,06/12/10,22/01/12,06/01/14,51,52.94117647,13.7254902,167.87,0.061538462,0,0,0,0,Tuesday,RIC
2ZDZMF,0,03/11/12,23/05/13,23/05/13,8,25,0,40,0,0,0,0,0,Friday,DCX
KLHZ7J,1,13/05/13,13/05/13,13/05/13,37,59.45945946,0,50.03,0,0,0,0,0,Tuesday,DCX
SDZ53K,1,08/05/13,10/05/13,19/01/14,41,75.6097561,4.87804878,77.5,0.082677165,0,0,1,0,Saturday,BWI
6UXMSZ,1,27/08/11,27/08/11,05/10/11,43,23.25581395,0,53.98,0.051282051,1,0,0,0,Tuesday,RIC
GX4FFS,1,05/08/11,05/08/11,24/02/13,46,2.173913043,2.173913043,19.17,0.010544815,0,0,0,0,Monday,CHO
X5U7V6,1,20/02/11,13/03/11,13/01/14,52,28.84615385,15.38461538,110.12,0.034715526,0,0,1,0,Monday,RIC
5995VR,1,22/06/13,26/06/13,26/06/13,43,11.62790698,4.651162791,4.05,0,1,0,0,0,Thursday,RIC
Y3BJXM,1,26/03/13,26/03/13,26/03/13,45,0,0,52.05,0,0,0,0,0,Thursday,CHO
58UKQ7,1,23/08/10,03/03/13,06/08/13,44,18.18181818,0,54.31,0.064102564,0,0,0,0,Tuesday,CHO
VNSTQZ,1,02/11/12,02/11/12,22/01/13,45,0,0,67.28,0.024691358,0,0,0,0,Monday,RIC
MSZKVK,0,27/01/13,27/01/13,27/01/13,0,0,0,16.39,0,0,0,0,0,Thursday,RIC
TYQ5JB,1,28/08/12,28/08/12,14/10/13,41,63.41463415,12.19512195,59.86,0.016990291,1,0,0,0,Thursday,DCX
BHHDFH,1,19/11/11,19/11/11,19/11/11,45,6.666666667,2.222222222,76.88,0,0,0,0,0,Tuesday,RIC
WH8GUW,1,09/03/13,09/03/13,09/03/13,45,0,0,74.44,0,1,0,0,0,Wednesday,DCX
AW4666,1,07/03/11,19/06/11,02/11/12,46,0,0,51.6,0.043824701,0,0,0,0,Wednesday,CHO
CH2W94,1,23/09/10,26/09/12,06/11/13,47,12.76595745,4.255319149,62.17,0.024630542,1,0,0,0,Thursday,CHO
RULJ4T,0,14/05/11,31/05/11,14/11/11,44,2.272727273,0,46.08,0.02994012,0,0,0,0,Friday,RIC
NFPLWF,0,25/07/10,09/08/10,05/12/13,0,0,0,77.23,0.009060956,0,1,0,0,Friday,RIC
PVRB8U,1,26/09/08,26/09/08,20/04/09,47,6.382978723,4.255319149,80.55,0.033980583,0,0,0,0,Tuesday,CHO
K2HMQP,1,13/05/11,24/05/11,24/05/11,45,37.77777778,8.888888889,67.98,0,0,0,0,0,Wednesday,RIC
UQ85PD,0,06/12/12,23/12/12,23/12/12,0,0,0,87.07,0,1,0,0,0,Thursday,DCX
BRDMP5,1,15/04/13,25/08/13,25/08/13,29,37.93103448,13.79310345,72.04,0,0,0,0,0,Monday,CHO
4X2C2X,1,29/03/13,09/04/13,09/04/13,44,4.545454545,0,29.48,0,0,0,0,0,Tuesday,RIC
8WC2Y9,1,28/07/11,10/08/11,16/08/13,47,0,0,43.38,0.067842605,0,0,0,0,Thursday,RIC
MTRZ6X,0,21/01/13,11/03/13,11/03/13,22,27.27272727,0,62.44,0,0,0,0,0,Saturday,DCX
PCSVUP,1,19/05/12,19/05/12,06/11/13,54,5.555555556,0,75.97,0.089552239,0,1,0,0,Thursday,CHO
K99FVZ,1,11/09/11,11/09/11,21/02/12,44,13.63636364,2.272727273,61.41,0.024539877,0,0,0,0,Monday,CHO
QDSRP6,0,16/02/12,16/02/12,10/08/12,0,0,0,50.47,0.056818182,1,0,0,0,Tuesday,RIC
BZXSNY,1,02/08/11,02/08/11,19/11/12,38,63.15789474,5.263157895,93.07,0.008421053,0,0,0,0,Wednesday,RIC
HCWNHG,1,02/11/11,10/11/11,13/10/13,46,26.08695652,4.347826087,32.62,0.007112376,0,0,0,0,Friday,RIC
2LKXP4,1,28/08/12,20/07/12,20/07/12,36,0,0,33.32,0,0,0,0,0,Sunday,BWI
UJKXU8,0,01/11/11,01/11/11,23/10/12,0,0,0,78.41,0.011204482,1,0,0,0,Wednesday,CHO
YET9XK,1,25/05/10,25/05/10,20/01/14,49,16.32653061,2.040816327,98.89,0.011227545,0,0,0,0,Monday,CHO
GXR8BC,1,24/05/13,17/01/14,17/01/14,36,8.333333333,0,40.02,0,1,1,0,0,Wednesday,RIC
RP4Z4K,1,17/07/12,17/07/12,07/03/13,48,0,0,131.48,0.090128755,0,0,0,0,Friday,CHO
8M5UYA,0,15/04/13,23/04/13,05/09/13,0,0,0,31.25,0.148148148,0,0,0,0,Friday,RIC
RAEHAT,1,30/09/12,02/12/12,20/01/14,53,45.28301887,7.547169811,155.11,0.070048309,1,0,0,0,Tuesday,DCX
U2EGCC,0,02/02/13,06/02/13,06/02/13,0,0,0,88.95,0,0,0,0,0,Thursday,RIC
UJ2K6H,1,10/06/13,11/09/13,30/09/13,34,11.76470588,2.941176471,79.49,0.105263158,1,0,0,0,Thursday,CHO
MX2WJL,0,01/06/13,16/07/13,16/08/13,23,21.73913043,8.695652174,47.81,0.064516129,0,0,0,0,Thursday,BWI
YGLQAA,1,27/04/13,04/05/13,04/05/13,49,2.040816327,0,48,0,0,0,0,0,Saturday,BWI
EKK7P3,1,15/11/11,15/11/11,08/05/12,34,64.70588235,44.11764706,50.09,0.017142857,1,0,0,0,Monday,RIC
USZ9AC,1,27/01/11,26/04/11,09/10/13,48,0,0,67.95,0.043478261,0,0,0,0,Wednesday,CHO
YNHSJU,0,30/01/11,04/03/11,14/04/13,0,0,0,85.1,0.011658031,0,0,0,0,Wednesday,CHO
P5KN2P,1,03/06/13,17/06/13,17/06/13,45,0,0,94.61,0,1,0,0,0,Tuesday,RIC
A64T24,1,03/09/10,27/04/11,07/01/14,51,33.33333333,21.56862745,94.76,0.081135903,1,0,0,0,Thursday,CHO
SEBQHR,1,21/01/13,17/02/13,07/01/14,44,90.90909091,4.545454545,115.64,0.030864198,0,0,0,0,Tuesday,BWI
PHERDS,1,16/03/13,17/03/13,28/04/13,45,2.222222222,0,37.71,0.071428571,0,0,0,0,Friday,RIC
G5KUSU,0,15/07/08,24/01/10,07/01/13,4,75,50,63.57,0.238183503,1,0,0,0,Tuesday,DCX
YZAJXM,1,25/11/12,25/11/12,15/09/13,41,48.7804878,2.43902439,136.5,0.017006803,0,0,0,0,Tuesday,RIC
4TSL3A,1,09/11/10,01/12/10,07/11/13,48,10.41666667,0,92.07,0.041044776,1,0,0,0,Friday,CHO
VFXKBW,1,16/05/12,13/06/12,12/06/13,48,0,0,52.67,0.013736264,0,0,0,0,Friday,CHO
RKFVG6,1,09/12/12,21/12/12,19/01/13,46,8.695652174,0,30,0.068965517,1,0,0,0,Saturday,DCX
VTUYRF,1,10/07/09,10/07/09,11/06/10,43,13.95348837,0,94.45,0.008928571,0,0,0,0,Friday,CHO
G4J2CZ,1,10/06/13,12/06/13,13/01/14,47,82.9787234,4.255319149,50.14,0.088372093,1,0,0,0,Thursday,CHO
393Q4S,1,28/08/12,26/02/13,26/02/13,32,25,15.625,64.54,0,0,0,0,0,Sunday,DCX
9GJHCR,1,21/04/11,29/12/12,13/01/14,56,25,3.571428571,83.54,0.139473684,1,0,1,0,Tuesday,RIC
U5AMWE,0,28/08/12,13/11/12,09/01/13,0,0,0,53.62,0.087719298,1,0,0,0,Saturday,BWI
RD8ZNV,1,07/04/13,21/05/13,11/12/13,53,5.660377358,0,75.39,0.058823529,0,0,0,0,Thursday,CHO
ZLBL6R,1,05/12/12,22/01/13,22/01/13,34,5.882352941,2.941176471,122.38,0,0,0,0,0,Sunday,DCX
Y4EMUN,0,27/09/10,17/11/10,22/01/13,0,0,0,58.55,0.017565872,0,0,0,0,Thursday,RIC
WEW9KV,0,20/04/13,20/04/13,20/04/13,13,7.692307692,0,54.52,0,0,0,0,0,Thursday,DCX
7J3QFY,0,29/12/12,03/01/13,03/01/13,0,0,0,198.59,0,0,0,0,0,Friday,CHO
V422SX,1,19/03/13,02/04/13,03/09/13,35,97.14285714,2.857142857,56.19,0.071428571,0,0,0,0,Wednesday,CHO
62F3G8,1,08/04/13,08/04/13,08/04/13,40,27.5,7.5,85.28,0,0,0,0,0,Wednesday,RIC
DZ9WT4,1,18/10/12,18/10/12,18/10/12,45,0,0,83.15,0,0,0,0,0,Monday,CHO
55C9M8,1,27/01/11,27/05/11,27/05/11,43,6.976744186,6.976744186,57.13,0,0,0,0,0,Monday,CHO
9ET6D7,0,28/08/12,29/03/13,03/07/13,0,0,0,46.33,0.020833333,1,0,0,0,Tuesday,DCX
KD8R2V,1,10/06/13,24/06/13,24/06/13,46,17.39130435,8.695652174,102.68,0,1,0,0,0,Thursday,BWI
WCVCG2,1,12/09/11,04/10/11,24/05/12,45,2.222222222,0,39.41,0.012875536,0,0,0,0,Monday,RIC
PTTN74,1,03/06/13,17/06/13,17/06/13,37,67.56756757,0,90.54,0,1,0,0,0,Saturday,BWI
M9HBMS,1,16/10/12,17/10/12,08/01/14,44,2.272727273,2.272727273,61.27,0.008928571,0,0,0,0,Saturday,DCX
KK45JJ,0,01/06/13,16/07/13,16/07/13,1,100,0,30.51,0,1,0,0,0,Thursday,RIC
N5CV54,1,04/05/13,25/05/13,10/09/13,45,24.44444444,4.444444444,79.65,0.055555556,0,0,0,0,Wednesday,RIC
VPW9JY,1,10/10/11,12/10/11,13/06/13,46,13.04347826,8.695652174,52.64,0.01147541,0,0,0,0,Monday,CHO
ND8NPC,0,13/04/13,23/06/13,23/06/13,1,100,0,92.2,0,0,0,0,0,Monday,CHO
6EPY83,1,26/01/12,02/04/12,02/04/12,45,11.11111111,0,12.43,0,0,0,0,0,Friday,RIC
XSMWGD,1,17/11/11,17/11/11,01/11/12,46,6.52173913,2.173913043,68.32,0.022857143,0,0,0,0,Wednesday,RIC
YA5NKY,1,29/04/13,23/05/13,30/05/13,28,17.85714286,0,47.49,0.285714286,0,0,0,0,Friday,DCX
SSBDQE,1,12/05/10,20/09/10,06/11/13,51,15.68627451,1.960784314,99.45,0.005249344,1,0,0,0,Friday,CHO
7KJML2,1,05/05/09,04/01/11,30/01/13,46,2.173913043,0,104.39,0.036988111,1,0,0,0,Wednesday,CHO
CR8NJF,1,11/06/11,12/06/11,15/12/13,46,28.26086957,0,74.48,0.044711014,1,0,0,0,Friday,CHO
L7NMJL,1,03/06/13,14/06/13,14/06/13,45,0,0,100.25,0,1,0,0,0,Tuesday,DCX
QWYA2K,1,05/07/11,05/07/11,14/03/13,44,9.090909091,2.272727273,58.36,0.003236246,0,0,0,0,Wednesday,CHO
47GSG5,0,26/02/13,26/02/13,26/02/13,0,0,0,54.61,0,0,0,0,0,Sunday,DCX
T6MRJQ,1,28/07/11,30/07/11,24/08/13,48,10.41666667,4.166666667,88.55,0.005291005,0,0,0,0,Monday,RIC
PR3P4V,1,30/03/12,06/06/12,10/09/12,46,6.52173913,2.173913043,67.64,0.041666667,0,0,0,0,Tuesday,RIC
L7BXRV,1,14/02/13,07/01/14,07/01/14,44,15.90909091,9.090909091,64.06,0,0,0,1,0,Wednesday,DCX
3BB43G,1,04/02/13,11/02/13,11/02/13,45,0,0,45.32,0,0,0,0,0,Wednesday,DCX
TJF7CB,1,02/06/13,02/06/13,23/06/13,29,96.55172414,0,33.94,0.142857143,1,0,0,0,Monday,RIC
7HVXPR,1,15/12/12,20/12/12,20/05/13,45,0,0,43.31,0.01986755,0,0,0,0,Tuesday,DCX
GBQ3UN,1,07/12/10,07/02/11,06/11/13,50,12,10,66.83,0.039880359,0,0,0,0,Tuesday,RIC
ZV3QY3,1,21/05/13,24/05/13,24/05/13,45,2.222222222,0,31.34,0,0,0,0,0,Tuesday,DCX
G764AC,1,30/07/12,30/07/12,23/09/12,45,0,0,30.56,0.054545455,0,0,0,0,Tuesday,CHO
TCN5JD,1,05/05/13,05/05/13,05/05/13,32,6.25,0,95.71,0,0,0,0,0,Monday,RIC
BMMHLP,1,29/07/08,19/01/09,16/11/11,44,31.81818182,2.272727273,19.26,0.007759457,0,0,0,0,Tuesday,BWI
9DHNAQ,1,12/01/12,23/06/13,23/06/13,45,0,0,29.08,0,0,0,0,0,Monday,RIC
VKWHFP,1,17/01/13,02/03/13,18/01/14,31,35.48387097,0,319.45,0.01242236,1,0,1,0,Wednesday,DCX
UDFUHQ,0,17/05/13,20/05/13,25/06/13,15,60,0,74.8,0.083333333,0,0,0,0,Tuesday,CHO
32JDU4,1,16/03/13,17/03/13,27/10/13,47,10.63829787,8.510638298,90.65,0.017857143,1,0,0,0,Wednesday,DCX
2JZE27,1,28/06/13,29/06/13,28/11/13,47,40.42553191,12.76595745,75.32,0.059210526,1,0,0,0,Tuesday,DCX
MM8YK3,1,03/08/13,03/09/13,03/09/13,36,0,0,83.5,0,1,0,0,0,Wednesday,CHO
7YE385,1,28/08/12,27/09/13,13/01/14,52,51.92307692,7.692307692,107,0.12962963,0,0,0,0,Monday,DCX
RV3K5Z,1,03/09/12,04/09/12,30/11/12,45,0,0,114.97,0.034482759,0,0,0,0,Tuesday,RIC
QUQWCP,1,23/07/10,17/05/11,07/01/14,50,12,10,55.51,0.038302277,0,0,0,0,Wednesday,RIC
7R5SRQ,1,28/08/12,02/08/12,16/08/12,30,36.66666667,0,41.8,0.142857143,0,0,0,0,Sunday,DCX
WWNP7X,1,28/08/12,16/08/12,30/12/12,43,6.976744186,6.976744186,54.45,0.022058824,0,0,0,0,Thursday,DCX
F9AALG,0,07/05/10,13/09/11,15/05/13,4,25,0,59.49,0.047540984,1,0,0,0,Tuesday,CHO
5GTXGN,1,22/06/13,07/07/13,07/07/13,36,47.22222222,0,91.54,0,1,0,0,0,Tuesday,RIC
TZEXHX,1,22/10/12,05/03/13,23/11/13,48,14.58333333,6.25,111.53,0.007604563,0,0,0,0,Tuesday,RIC
FHU64C,1,12/09/08,17/12/08,15/01/14,46,86.95652174,10.86956522,81.95,0.032345013,1,0,1,0,Friday,CHO
RQRURH,1,13/07/11,22/07/11,22/07/11,45,0,0,8.13,0,1,0,0,0,Monday,RIC
ECPKYC,1,13/03/13,08/04/13,04/06/13,45,2.222222222,2.222222222,39.74,0.035087719,0,0,0,0,Wednesday,CHO
65MGG3,0,19/04/13,23/04/13,23/04/13,26,7.692307692,0,39.43,0,0,0,0,0,Wednesday,CHO
QXUFCT,1,10/06/13,23/06/13,23/06/13,45,17.77777778,0,200.91,0,1,0,0,0,Tuesday,BWI
TY98TL,1,04/05/13,28/05/13,21/07/13,45,2.222222222,0,75.73,0.037037037,1,0,0,0,Wednesday,DCX
22XHBW,1,14/11/11,14/11/11,04/04/12,35,80,5.714285714,29.66,0.049295775,0,0,0,0,Wednesday,RIC
ZRDAXU,1,25/06/13,26/06/13,26/06/13,45,0,0,61.64,0,1,0,0,0,Thursday,RIC
ANBVSG,1,02/10/12,02/10/12,20/11/13,40,72.5,5,60.84,0.111111111,0,0,0,0,Thursday,CHO
8DNRGL,1,15/06/13,15/06/13,15/06/13,45,4.444444444,0,42.02,0,1,0,0,0,Wednesday,RIC
8EQEQV,0,28/08/12,09/05/13,09/05/13,23,26.08695652,0,40,0,0,0,0,0,Friday,DCX
K7JBDH,1,24/05/11,31/05/11,16/06/13,43,9.302325581,6.976744186,82.38,0.002677376,0,0,0,0,Wednesday,RIC
JV5JGW,0,27/02/13,02/12/13,02/12/13,0,0,0,88.97,0,1,0,0,0,Thursday,RIC
A8YW3N,1,23/03/13,23/03/13,22/12/13,50,20,0,146.38,0.00729927,0,0,0,0,Wednesday,RIC
7EPFYS,0,27/10/12,03/02/13,26/02/13,0,0,0,64.79,0.130434783,0,0,0,0,Monday,RIC
ZFBVAG,0,12/02/13,12/02/13,25/02/13,0,0,0,40.07,0.153846154,0,0,0,0,Wednesday,DCX
CAU7WF,1,15/06/13,11/07/13,09/01/14,57,24.56140351,10.52631579,65.56,0.043956044,0,1,0,0,Saturday,BWI
3QHK7C,0,05/02/13,05/02/13,05/02/13,0,0,0,107.41,0,1,0,0,0,Thursday,DCX
NMRKPK,1,29/04/13,26/06/13,26/06/13,36,69.44444444,2.777777778,99.45,0,1,0,0,0,Friday,DCX
R24B7P,1,10/01/13,21/07/13,30/12/13,57,3.50877193,3.50877193,51.9,0.043209877,0,0,0,0,Monday,RIC
XKKX29,1,13/05/13,05/09/13,04/12/13,35,28.57142857,22.85714286,57.55,0.077777778,1,0,0,0,Thursday,RIC
HBVVJL,1,27/01/13,03/02/13,29/09/13,40,17.5,0,70.55,0.012605042,0,0,0,0,Monday,RIC
CYSXQM,0,02/03/13,20/03/13,15/04/13,0,0,0,45.69,0.076923077,0,0,0,0,Thursday,RIC
GC7YP2,0,02/04/13,02/04/13,02/04/13,5,80,20,57.74,0,0,0,0,0,Wednesday,CHO
NS54BM,1,09/06/13,25/07/13,06/08/13,40,20,5,62.5,0.166666667,1,0,0,0,Wednesday,DCX
AHEFB3,1,06/10/12,06/10/12,05/11/13,42,33.33333333,4.761904762,67.3,0.027848101,0,0,0,0,Monday,RIC
PQDWYZ,0,28/01/13,06/02/13,29/04/13,0,0,0,76.55,0.06097561,1,0,0,0,Saturday,DCX
MK7VXH,1,10/04/11,07/06/11,07/06/11,45,0,0,50.84,0,0,0,0,0,Tuesday,CHO
HLQ2ES,1,20/06/13,19/01/14,19/01/14,38,15.78947368,10.52631579,142.54,0,1,0,0,0,Monday,RIC
L2DDPL,1,01/07/13,02/12/13,02/12/13,47,8.510638298,2.127659574,65.45,0,1,0,0,0,Tuesday,DCX
LXU4Y4,1,12/03/13,12/03/13,17/10/13,46,8.695652174,0,85.63,0.04109589,1,0,0,0,Thursday,DCX
EBXR6M,1,14/05/11,16/05/11,16/05/11,43,11.62790698,0,55.3,0,1,0,0,0,Tuesday,CHO
D5FEGZ,1,16/05/11,16/05/11,12/01/14,49,0,0,79.24,0.020576132,1,0,0,0,Tuesday,CHO
URSWBU,1,19/05/13,01/07/13,01/07/13,43,9.302325581,2.325581395,33.6,0,1,0,0,0,Wednesday,BWI
XGWHAR,1,03/09/11,03/09/11,14/04/13,48,2.083333333,0,55.62,0.01188455,0,0,0,0,Monday,CHO
JLNKTG,0,03/04/12,03/05/13,18/05/13,1,100,0,165.08,0.133333333,0,0,0,0,Monday,RIC
Z6UE9K,1,28/08/12,28/09/12,29/01/13,47,0,0,49.13,0.056910569,0,0,0,0,Tuesday,DCX
9ECYYN,1,21/10/11,02/08/12,07/08/13,48,4.166666667,4.166666667,112.33,0.024324324,1,0,0,0,Friday,CHO
EAG7XM,1,08/12/12,08/12/12,05/05/13,36,55.55555556,5.555555556,52.07,0.02027027,0,0,0,0,Tuesday,CHO
QJSSCY,1,08/11/11,08/11/11,10/11/13,51,7.843137255,3.921568627,98.93,0.030013643,1,0,0,0,Tuesday,CHO
DLZ8E7,1,12/02/13,17/01/14,17/01/14,15,60,20,72.69,0,0,1,0,0,Wednesday,RIC
3G3FNE,1,08/11/11,15/11/11,06/07/13,33,66.66666667,15.15151515,51.24,0.003338898,0,0,0,0,Wednesday,CHO
3M5FJT,1,28/08/12,29/08/12,29/08/12,35,5.714285714,0,40,0,1,0,0,0,Sunday,DCX
9D46ED,1,31/05/13,31/05/13,31/05/13,43,13.95348837,0,56.14,0,1,0,0,0,Tuesday,RIC
F5CQZV,1,28/08/12,23/08/12,24/01/13,43,25.58139535,4.651162791,57.38,0.071428571,0,0,0,0,Thursday,DCX
YC4MN9,1,23/02/13,31/03/13,31/03/13,45,0,0,67.52,0,0,0,0,0,Monday,RIC
LA7ATA,0,23/03/13,01/06/13,09/09/13,0,0,0,24.33,0.02,0,0,0,0,Monday,RIC
CSB2MD,0,25/08/10,26/08/10,30/09/10,0,0,0,40.64,0.057142857,1,0,0,0,Thursday,CHO
8S5TBQ,0,12/05/11,12/05/11,16/07/12,10,0,0,48.43,0.097447796,0,0,0,0,Monday,CHO
F3QESH,1,26/07/11,28/07/11,10/01/13,48,2.083333333,0,55.92,0.022556391,1,0,0,0,Friday,RIC
VFF7MX,1,31/01/11,20/02/11,15/01/14,68,4.411764706,4.411764706,49.1,0.143396226,1,1,0,0,Thursday,RIC
7WETKA,1,28/09/11,03/05/12,25/09/13,44,29.54545455,4.545454545,82.86,0.023529412,0,0,0,0,Thursday,RIC
8P6TKS,1,29/08/12,03/09/12,08/05/13,48,10.41666667,4.166666667,56.47,0.020242915,0,0,0,0,Thursday,DCX
E2R2YS,1,28/08/12,20/07/12,01/11/12,22,95.45454545,0,108.47,0.067307692,0,0,0,0,Sunday,DCX
4VWAF5,0,26/09/10,22/08/12,10/01/13,0,0,0,48.85,0.078014184,0,0,0,0,Thursday,RIC
E7HSBB,1,01/10/12,09/10/12,01/06/13,20,45,5,173.64,0.012765957,0,0,0,0,Thursday,DCX
YSE84V,1,02/02/11,25/02/11,14/10/13,43,27.90697674,0,113.39,0.034303534,0,0,0,0,Tuesday,CHO
NK79NA,1,22/09/12,17/03/13,12/01/14,56,51.78571429,7.142857143,165.41,0.079734219,0,0,0,0,Friday,RIC
68UJYH,1,09/05/12,14/06/12,25/09/13,46,21.73913043,2.173913043,24.53,0.087606838,0,0,0,0,Thursday,RIC
B7VRRR,0,11/05/13,03/07/13,03/07/13,39,2.564102564,0,53.33,0,0,0,0,0,Monday,RIC
QM2WTW,1,03/08/10,01/11/11,19/01/14,59,47.45762712,28.81355932,67.18,0.085185185,1,1,0,0,Monday,CHO
XGTST,0,18/04/11,18/04/11,02/06/13,11,9.090909091,0,65.56,0.024484536,1,0,0,0,Tuesday,RIC
NLMEDZ,1,21/04/12,21/04/12,13/04/13,47,10.63829787,2.127659574,62.03,0.014005602,0,0,0,0,Monday,CHO
94GX7Q,1,19/03/13,26/03/13,26/03/13,45,2.222222222,0,50.79,0,0,0,0,0,Friday,RIC
3CEPCW,1,08/11/11,15/11/11,11/12/13,48,16.66666667,6.25,59.84,0.017173052,0,0,0,0,Wednesday,CHO
